"Product Code","Product Name",Batch,Expiry,Balance,"Purchase Price","Sale Price","Item Cost","Total Cost","Total Sale Price"
06285147005901,"Zinoximor 500mg 14   s",2,0000-00-00,0,0,76.70,76.70,76.7,76.7
06285147005901,"Zinoximor 500mg 14   s",2ca801,2025-10-01,2,0,76.70,76.70,153.4,153.4
06285147005901,"Zinoximor 500mg 14   s",ac0140,0000-00-00,0,0,76.70,76.70,76.7,76.7
06285147008612,"Tabunex Nasal Spray",2uw863,2025-11-01,3,0,46.25,46.25,138.75,138.75
06285147008612,"Tabunex Nasal Spray",ac0140,0000-00-00,0,0,46.25,46.25,46.25,46.25
06285147008612,"Tabunex Nasal Spray",154179,0000-00-00,0,0,46.25,46.25,46.25,46.25
06285147009411,"Co-Tabuvan 320/25mg 30Tab",1HM031,2024-07-08,0,0,49.15,38.73,38.73,49.15
06285147800230,"Ezilax Syrup 300  ml",,0000-00-00,0,0,18.45,13.28,13.28,18.45
06285147800247,"Ezipan 100ml Srup",3xa212d,2026-03-17,6,0,39.65,33.04,198.24,237.9
06285147800247,"Ezipan 100ml Srup",tly32,0000-00-00,0,0,39.65,33.04,33.04,39.65
06285147800599,"Prof  Oral Susp.",3pc095d,2026-04-01,20,0,6.45,5.38,107.6,129
06285147800599,"Prof  Oral Susp.",2uc708,0000-00-00,0,0,6.45,5.38,5.38,6.45
06285147802128,"Prof  Oral Susp.",3pc095d,2026-04-01,0,0,6.45,6.45,6.45,6.45
06285147802128,"Prof  Oral Susp.",tf8v,0000-00-00,0,0,6.45,6.45,6.45,6.45
06285193000042,"Cozaar 100mg 28 tab",0001600797,2024-09-30,0,0,52.80,74.30,74.3,52.8
06285193000042,"Cozaar 100mg 28 tab",m1301,0000-00-00,0,0,52.80,74.30,74.3,52.8
06285193000059,"Cozaar 50mg 28tab",0001614516,2025-07-01,0,0,45.28,45.28,45.28,45.28
06285193000059,"Cozaar 50mg 28tab",m1301,0000-00-00,0,0,45.28,45.28,45.28,45.28
06285193000059,"Cozaar 50mg 28tab",1614515,2025-07-01,0,0,45.28,45.28,45.28,45.28
06285193000059,"Cozaar 50mg 28tab",2401122,0000-00-00,0,0,45.28,45.28,45.28,45.28
06285193000110,"Janumet 50/1000mg 56Tab",160901,2024-08-31,3,0,152.00,152.00,456,456
06285193000110,"Janumet 50/1000mg 56Tab",0437,0000-00-00,0,0,152.00,152.00,152,152
06285193000127,"Janumet 50/850mg 56Tab",1556609,2024-03-01,3,0,146.70,146.70,440.1,440.1
06285193000127,"Janumet 50/850mg 56Tab",160426,2024-02-01,5,0,146.70,146.70,733.5,733.5
06285193000127,"Janumet 50/850mg 56Tab",344222,0000-00-00,0,0,146.70,146.70,146.7,146.7
06285193000134,"Januvia 100mg 28Tab",1487649,2025-02-01,2,0,105.25,140.35,280.7,210.5
06285193000134,"Januvia 100mg 28Tab",154179,0000-00-00,0,0,105.25,140.35,140.35,105.25
06285193000134,"Januvia 100mg 28Tab",nt69k00s1,0000-00-00,0,0,105.25,140.35,140.35,105.25
06285193000141,"Nasonex 0.05% Spray120 D",x005192,2025-02-21,7,0,47.55,37.79,264.53,332.85
06285193000141,"Nasonex 0.05% Spray120 D",k3590,0000-00-00,0,0,47.55,37.79,37.79,47.55
06285193000158,"Proscar 5mg 28tab",1592704,2024-06-01,0,0,103.15,89.00,89,103.15
06285193000158,"Proscar 5mg 28tab",2uc708,0000-00-00,0,0,103.15,89.00,89,103.15
06285193000226,"Zocor 10mg 28tab",1508377,2024-01-01,0,0,75.70,57.65,57.65,75.7
06285193000301,"Sulfad 1 gm 30 Tab",UT634,2024-01-30,39,0,230.00,230.00,8970,8970
06285312000014,"Deslin 5MLG TAB",22110000,2025-09-01,6,0,28.25,28.25,169.5,169.5
06285312000014,"Deslin 5MLG TAB",tly32,0000-00-00,0,0,28.25,28.25,28.25,28.25
06285312000359,"Cebo 200mg 20cap",sj0974a,2024-10-01,6,0,27.85,27.85,167.1,167.1
06285312000359,"Cebo 200mg 20cap",yn0040,0000-00-00,0,0,27.85,27.85,27.85,27.85
06288030000045,"Vega 100mg 4 Tab",15716,2025-09-30,46,0,43.70,19.47,895.62,2010.2
06288030000137,"Lodipam 10mg 30tab",15973,2024-12-12,2,0,45.95,30.04,60.08,91.9
06288030000144,"Lodipam 5mg 30tab",16388,2025-02-01,4,0,23.80,14.73,58.92,95.2
06288030000144,"Lodipam 5mg 30tab",nt69k00s1,0000-00-00,0,0,23.80,14.73,14.73,23.8
06288030000175,"Citoxal 10mg 30 Tab",16632,2025-05-01,5,0,46.60,30.13,150.65,233
06288030000175,"Citoxal 10mg 30 Tab",m1301,0000-00-00,0,0,46.60,30.13,30.13,46.6
06288030002223,"Vedoxin 500mg Tab",,0000-00-00,0,0,44.89,24.94,24.94,44.89
06291100080069,"Adol 500mg Caplets",2183,2026-11-15,10,0,5.05,5.05,50.5,50.5
06291100080069,"Adol 500mg Caplets",221105,0000-00-00,0,0,5.05,5.05,5.05,5.05
06291100080090,"Gyno Mikozal 400mg vag ovls",01119,2027-04-05,10,0,18.25,18.25,182.5,182.5
06291100080090,"Gyno Mikozal 400mg vag ovls",tly32,0000-00-00,0,0,18.25,18.25,18.25,18.25
06291100080427,"Profinal Syrup",869,2025-12-30,0,0,6.60,6.60,6.6,6.6
06291100080427,"Profinal Syrup",ac0140,0000-00-00,0,0,6.60,6.60,6.6,6.6
06291100080427,"Profinal Syrup",0869,0000-00-00,80,0,6.60,6.60,528,528
06291100080427,"Profinal Syrup",154179,0000-00-00,0,0,6.60,6.60,6.6,6.6
06291100080441,"Panderm Oint",102,2024-09-01,2,0,11.05,11.05,22.1,22.1
06291100080557,"Adol Extra Tab",839,2024-12-01,40,0,5.70,5.70,228,228
06291100080557,"Adol Extra Tab",820,2024-11-21,15,0,5.70,5.70,85.5,85.5
06291100080953,"Scopinal 10mg 20tab",147,2025-12-30,0,0,7.40,7.40,7.4,7.4
06291100080953,"Scopinal 10mg 20tab",ac0140,0000-00-00,0,0,7.40,7.40,7.4,7.4
06291100080953,"Scopinal 10mg 20tab",00147,0000-00-00,-15,0,7.40,7.40,-111,-111
06291100080953,"Scopinal 10mg 20tab",154179,0000-00-00,0,0,7.40,7.40,7.4,7.4
06291100081141,"Enoxirt Inj. 1g lm",520,2024-03-01,3,0,45.30,11.33,33.99,135.9
06291100081141,"Enoxirt Inj. 1g lm",tly32,0000-00-00,0,0,45.30,11.33,11.33,45.3
06291100081431,"Moxal susp",00500,2026-01-01,10,0,9.10,6.64,66.4,91
06291100081431,"Moxal susp",2r5v,0000-00-00,0,0,9.10,6.64,6.64,9.1
06291100081615,"Lidocaine 5%ointment",0064,2024-07-17,1,0,8.15,6.79,6.79,8.15
06291100081615,"Lidocaine 5%ointment",k3590,0000-00-00,0,0,8.15,6.79,6.79,8.15
06291100081868,"Amydramin - II Suger Free120ml",00049,2025-02-15,12,0,7.15,5.01,60.12,85.8
06291100081868,"Amydramin - II Suger Free120ml",221105,0000-00-00,0,0,7.15,5.01,5.01,7.15
06291100082278,"Amydramin Exp. Adu.Syp 120ml",00652,2025-01-27,30,0,8.30,8.30,249,249
06291100082278,"Amydramin Exp. Adu.Syp 120ml",221105,0000-00-00,0,0,8.30,8.30,8.3,8.3
06291100082285,amyd,9999999999,2012-01-01,1,0,38.00,5.87,5.87,38
06291100082377,"Adol Syrup 100ml",1174,2025-01-13,5,0,5.56,5.80,29,27.8
06291100086061,"Chlorohistol 10mg / 1ml 5 ampoules",0097,2024-02-28,6,0,6.35,5.09,30.54,38.1
06291100086061,"Chlorohistol 10mg / 1ml 5 ampoules",221105,0000-00-00,0,0,6.35,5.09,5.09,6.35
06291100086238,"Premosan 10mg Inj",343,2025-06-18,3,0,6.47,4.99,14.97,19.41
06291100086306,"Dizinil 50mg 20tab",00880,2025-02-04,1,0,5.30,3.47,3.47,5.3
06291100086306,"Dizinil 50mg 20tab",tly32,0000-00-00,0,0,5.30,3.47,3.47,5.3
06291100087969,"Scopinal Inj.",429,2024-09-06,10,0,12.31,9.97,99.7,123.1
06291100087969,"Scopinal Inj.",426,2024-08-20,2,0,12.31,9.97,19.94,24.62
06291100087969,"Scopinal Inj.",ac0140,0000-00-00,0,0,12.31,9.97,9.97,12.31
06291100087969,"Scopinal Inj.",0426,2024-08-20,1,0,12.31,9.97,9.97,12.31
06291100087969,"Scopinal Inj.",0388,2023-12-01,1,0,12.31,9.97,9.97,12.31
06291100087969,"Scopinal Inj.",154179,0000-00-00,0,0,12.31,9.97,9.97,12.31
06291103730053,"Gloclav 625 mg tab",Q108,2026-02-28,12,0,48.00,48.00,576,576
06291103730091,"Gloclav 1g 14 Tab",q161,2025-04-01,10,0,56.80,56.80,568,568
06291103730091,"Gloclav 1g 14 Tab",tly32,0000-00-00,0,0,56.80,56.80,56.8,56.8
06291103730121,"Glomox 500mg 20 cap",r086,2026-01-31,0,0,11.00,7.26,7.26,11
06291103730121,"Glomox 500mg 20 cap",tly32,0000-00-00,0,0,11.00,7.26,7.26,11
06291103730459,"Emifenac 50mg tab",B610,2025-09-01,12,0,18.85,18.85,226.2,226.2
06291103730459,"Emifenac 50mg tab",b875,2026-02-25,79,0,18.85,18.85,1489.15,1489.15
06291103730459,"Emifenac 50mg tab",22dg80,0000-00-00,0,0,18.85,18.85,18.85,18.85
06291103730671,"Sartan 100mg Tab",b425,2025-02-01,0,0,87.90,87.90,87.9,87.9
06291103730671,"Sartan 100mg Tab",vn329a,0000-00-00,0,0,87.90,87.90,87.9,87.9
06291103730688,"Atorlip 10mg 30 Tab",b998,2026-03-24,5,0,31.70,31.70,158.5,158.5
06291103730688,"Atorlip 10mg 30 Tab",221105,0000-00-00,0,0,31.70,31.70,31.7,31.7
06291103730695,"Atorlip 20mg 30 Tab",b964,2026-03-31,6,0,31.70,31.70,190.2,190.2
06291103730695,"Atorlip 20mg 30 Tab",221105,0000-00-00,0,0,31.70,31.70,31.7,31.7
06295120005385,"Nurofen Paed Syrup 150ml",aen997,2026-05-31,30,0,15.30,12.80,384,459
06295120005385,"Nurofen Paed Syrup 150ml",154179,0000-00-00,0,0,15.30,12.80,12.8,15.3
06295120005385,"Nurofen Paed Syrup 150ml",nt69k00s1,0000-00-00,0,0,15.30,12.80,12.8,15.3
06295120040225,"Gaviscon Double Action Susp 300ml",AED213,2024-11-30,0,0,20.90,17.42,17.42,20.9
06295120040225,"Gaviscon Double Action Susp 300ml",233,0000-00-00,0,0,20.90,17.42,17.42,20.9
06295120040225,"Gaviscon Double Action Susp 300ml",k2786,0000-00-00,0,0,20.90,17.42,17.42,20.9
06297000720180,"Artelac Advanced Eye Drops",hy5033,2025-02-28,0,0,73.50,74.00,74,73.5
06297000720180,"Artelac Advanced Eye Drops",2401122,0000-00-00,0,0,73.50,74.00,74,73.5
06297000720197,"Recugel Eye Gel 10 G TUBE",922,2024-05-31,5,0,30.50,19.52,97.6,152.5
06297000720197,"Recugel Eye Gel 10 G TUBE",ac0140,0000-00-00,0,0,30.50,19.52,19.52,30.5
06420618265242,"Biosoft Eve Drops 10ML",a657,2024-11-01,17,0,31.10,25.92,440.64,528.7
06420618265242,"Biosoft Eve Drops 10ML",221105,0000-00-00,0,0,31.10,25.92,25.92,31.1
06420618265259,"Biosoft Plus Eye Drops 10ml",a654,2024-10-01,28,0,31.10,31.10,870.8,870.8
06420618265259,"Biosoft Plus Eye Drops 10ml",221105,0000-00-00,0,0,31.10,31.10,31.1,31.1
07038319100206,"Prednisolone 5mg 30tab",476128,2025-04-01,3,0,17.10,13.37,40.11,51.3
07038319100268,"Pantozol 40mg 15tab",12331453,2025-02-01,4,0,49.25,49.25,197,197
07038319100268,"Pantozol 40mg 15tab",nt69k00s1,0000-00-00,0,0,49.25,49.25,49.25,49.25
07038319100275,"Pantozol 40mg 30tab",12316237,2025-02-01,14,0,87.95,87.95,1231.3,1231.3
07038319100275,"Pantozol 40mg 30tab",154179,0000-00-00,0,0,87.95,87.95,87.95,87.95
07038319100275,"Pantozol 40mg 30tab",nt69k00s1,0000-00-00,0,0,87.95,87.95,87.95,87.95
07038319100282,"Pantozol 20mg 15tab",121519999,2024-08-01,3,0,30.70,30.70,92.1,92.1
07038319100282,"Pantozol 20mg 15tab",nt69k00s1,0000-00-00,0,0,30.70,30.70,30.7,30.7
07038319100299,"Pantozol 20mg 30tab",12166582,2024-09-01,3,0,54.80,40.67,122.01,164.4
07038319100299,"Pantozol 20mg 30tab",154179,0000-00-00,0,0,54.80,40.67,40.67,54.8
07038319107236,"Dexilant 30mg 28Cap",5145571,2025-07-31,0,0,63.50,61.15,61.15,63.5
07038319107236,"Dexilant 30mg 28Cap",tly32,0000-00-00,0,0,63.50,61.15,61.15,63.5
07038319107243,"Dexilant 60mg 28 tab",514574,2025-04-30,-1,0,86.36,73.35,-73.35,-86.36
07038319107243,"Dexilant 60mg 28 tab",tly32,0000-00-00,0,0,86.36,73.35,73.35,86.36
07610940001567,"Ginsana * G115 Caps   bot/30",n0746501,2024-11-30,3,0,28.85,65.00,195,86.55
07610940001567,"Ginsana * G115 Caps   bot/30",tly32,0000-00-00,0,0,28.85,65.00,65,28.85
07612291082257,"Choriomon 5000  I. U Vial (HCG)",221105,2025-11-01,1,0,142.30,108.39,108.39,142.3
07612791011481,"Lopresor 50mg 40tab",kkp77,2026-01-31,6,0,22.10,17.97,107.82,132.6
07612791011481,"Lopresor 50mg 40tab",nt69k00s1,0000-00-00,0,0,22.10,17.97,17.97,22.1
07612791011511,"Lopresor 100 mg 20 tab",kkt85,2026-01-31,6,0,22.10,20.51,123.06,132.6
07612791011511,"Lopresor 100 mg 20 tab",nt69k00s1,0000-00-00,0,0,22.10,20.51,20.51,22.1
07612791034992,"Methergin 0.2 mg/ml 5 AMP",LE6029,2023-12-01,1,0,10.15,8.46,8.46,10.15
07612791034992,"Methergin 0.2 mg/ml 5 AMP",154179,0000-00-00,0,0,10.15,8.46,8.46,10.15
07612791041594,"Mosegor syrup 100ml",adfx1069c,0000-00-00,5,0,20.05,20.05,100.25,100.25
07612791041594,"Mosegor syrup 100ml",k3590,0000-00-00,0,0,20.05,20.05,20.05,20.05
07612791250309,"Mosegor 0.5 mg 30 tab",tun39,2025-03-31,24,0,17.70,17.70,424.8,424.8
07612791250309,"Mosegor 0.5 mg 30 tab",adfx1069c,0000-00-00,0,0,17.70,17.70,17.7,17.7
07612791250309,"Mosegor 0.5 mg 30 tab",k3590,0000-00-00,0,0,17.70,17.70,17.7,17.7
07612791250309,"Mosegor 0.5 mg 30 tab",k2786,0000-00-00,0,0,17.70,17.70,17.7,17.7
07612791388842,"Co-Diovan 160/12.5mg 28 tab",tnw27,2025-04-01,0,0,42.50,42.50,42.5,42.5
07612791388842,"Co-Diovan 160/12.5mg 28 tab",221105,0000-00-00,0,0,42.50,42.50,42.5,42.5
07612791396663,"Co-diovan F.C tab 80mg/12.5mg 28 tab",trw36,2025-06-30,4,0,38.95,38.95,155.8,155.8
07612791396663,"Co-diovan F.C tab 80mg/12.5mg 28 tab",yn0040,0000-00-00,0,0,38.95,38.95,38.95,38.95
07612791445804,"Diovan 80mg 28 tab",b8742e,2025-08-31,6,0,38.75,38.75,232.5,232.5
07612791445804,"Diovan 80mg 28 tab",yn0040,0000-00-00,0,0,38.75,38.75,38.75,38.75
07612791445828,"Diovan 160mg 28 tab",bdcv4,2025-03-30,1,0,44.73,33.58,33.58,44.73
07612791445828,"Diovan 160mg 28 tab",tly32,0000-00-00,0,0,44.73,33.58,33.58,44.73
07612791497834,"Co-Diovan tab 160/25mg 28 tab",trf63,2025-06-30,0,0,42.50,42.50,42.5,42.5
07612791497834,"Co-Diovan tab 160/25mg 28 tab",221105,0000-00-00,0,0,42.50,42.50,42.5,42.5
07612797011409,"Catafast 50 mg 9 Sachets",ampa4h,2025-02-28,273,0,18.00,14.62,3991.26,4914
07612797136966,"Exforge 160/5mg FC 28 tab",bdcf9,2025-01-31,2,0,72.47,66.90,133.8,144.94
07612797136966,"Exforge 160/5mg FC 28 tab",tly32,0000-00-00,0,0,72.47,66.90,66.9,72.47
07612797136980,"Exforge 160/10mg FC 28 tab",bdac6,2025-02-28,3,0,78.93,74.00,222,236.79
07612797136980,"Exforge 160/10mg FC 28 tab",tly32,0000-00-00,0,0,78.93,74.00,74,78.93
07612797164921,"Co_Diovan 320/12.5 28 Tab",tnp91,2024-04-30,1,0,58.85,47.53,47.53,58.85
07612797164921,"Co_Diovan 320/12.5 28 Tab",221105,0000-00-00,0,0,58.85,47.53,47.53,58.85
07612797197608,"Voltaren  75mg 3ml / 5 Amp",mp4948,2024-09-30,0,0,30.70,21.17,21.17,30.7
07612797197608,"Voltaren  75mg 3ml / 5 Amp",ac0140,0000-00-00,0,0,30.70,21.17,21.17,30.7
07612797197608,"Voltaren  75mg 3ml / 5 Amp",154179,0000-00-00,0,0,30.70,21.17,21.17,30.7
07612797197622,"Voltaren 100mg Retard 10 tab",tun19,2025-10-31,0,0,27.30,27.30,27.3,27.3
07612797197622,"Voltaren 100mg Retard 10 tab",ac0140,0000-00-00,0,0,27.30,27.30,27.3,27.3
07612797198766,"Voltaren 100mg Retard 10 tab",tun19,2025-10-31,2,0,27.30,17.75,35.5,54.6
07612797198766,"Voltaren 100mg Retard 10 tab",154179,0000-00-00,0,0,27.30,17.75,17.75,27.3
07612797198780,"Voltaren 50 mg 20 tab",kjj12,2024-09-30,0,0,29.85,19.80,19.8,29.85
07612797198780,"Voltaren 50 mg 20 tab",ac0140,0000-00-00,0,0,29.85,19.80,19.8,29.85
07612797198780,"Voltaren 50 mg 20 tab",154179,0000-00-00,0,0,29.85,19.80,19.8,29.85
07612797198803,"Voltaren 50mg 10 Supp.",adpk96996,2025-04-30,2,0,19.90,19.90,39.8,39.8
07612797198810,"Voltaren 100mg supp",adpp87488,2026-04-30,0,0,18.20,14.00,14,18.2
07612797198810,"Voltaren 100mg supp",ac0140,0000-00-00,0,0,18.20,14.00,14,18.2
07612797216972,"Galvus 50/850 mg 60 Tab",kkf28,2024-04-01,2,0,136.23,133.90,267.8,272.46
07612797216972,"Galvus 50/850 mg 60 Tab",tly32,0000-00-00,0,0,136.23,133.90,133.9,136.23
07612797216989,"Galvus 50/1000 mg 60 Tab",kkh81,2024-04-30,5,0,141.00,141.00,705,705
07612797216989,"Galvus 50/1000 mg 60 Tab",tly32,0000-00-00,0,0,141.00,141.00,141,141
07612797246092,"Cataflam 50mg 20 tabs",,0000-00-00,0,0,31.70,24.31,24.31,31.7
07612797253779,"Exforge HCT 5/160/12.5mg 28Tab",bb753r,2024-10-31,1,0,74.75,74.75,74.75,74.75
07612797253779,"Exforge HCT 5/160/12.5mg 28Tab",b60aw0,2024-09-30,0,0,74.75,74.75,74.75,74.75
07612797253779,"Exforge HCT 5/160/12.5mg 28Tab",tly32,0000-00-00,0,0,74.75,74.75,74.75,74.75
07612797253793,"Exforge HCT 10/160/12.5mg 28Tab",b8748u,2024-10-31,2,0,96.13,87.40,174.8,192.26
07612797253793,"Exforge HCT 10/160/12.5mg 28Tab",tly32,0000-00-00,0,0,96.13,87.40,87.4,96.13
07612797253809,"Exforge HCT 10/160/25mg 28Tab",b8751l,2024-09-30,1,0,100.36,87.40,87.4,100.36
07612797253809,"Exforge HCT 10/160/25mg 28Tab",233,0000-00-00,0,0,100.36,87.40,87.4,100.36
07612797253816,"Exforge Hct 10/320/25 mg 28 Tab",bcvu8,2024-02-01,2,0,117.40,95.83,191.66,234.8
07612797253816,"Exforge Hct 10/320/25 mg 28 Tab",tly32,0000-00-00,0,0,117.40,95.83,95.83,117.4
07612797271537,"Sirdalud 4mg 30 tabs",kjk68,2024-09-30,0,0,30.70,30.70,30.7,30.7
07612797271537,"Sirdalud 4mg 30 tabs",vn329a,0000-00-00,0,0,30.70,30.70,30.7,30.7
07612797436004,"Tobra-dex eye oint",vn329a,2025-02-28,0,0,20.40,,0,20.4
07612797436004,"Tobra-dex eye oint",tf8v,0000-00-00,0,0,20.40,,0,20.4
07612797436592,"Betoptic drops",22c24gn,2025-02-28,0,0,11.40,9.86,9.86,11.4
07612797436592,"Betoptic drops",2401122,0000-00-00,0,0,11.40,9.86,9.86,11.4
07630035400013,"Nicotinell 7 system 30mg",670600c,2024-12-01,0,0,60.10,50.09,50.09,60.1
07630035400013,"Nicotinell 7 system 30mg",2uc708,0000-00-00,0,0,60.10,50.09,50.09,60.1
07630035400013,"Nicotinell 7 system 30mg",669600b,2024-12-01,1,0,60.10,50.09,50.09,60.1
07630035400013,"Nicotinell 7 system 30mg",nt69k00s1,0000-00-00,0,0,60.10,50.09,50.09,60.1
07630035400136,"Otrivin 0.1% Adult Nasal Drop 10ml",xv6g,2025-02-01,6,0,9.25,9.25,55.5,55.5
07630035400136,"Otrivin 0.1% Adult Nasal Drop 10ml",154179,0000-00-00,0,0,9.25,9.25,9.25,9.25
07630035400136,"Otrivin 0.1% Adult Nasal Drop 10ml",nt69k00s1,0000-00-00,0,0,9.25,9.25,9.25,9.25
07630035400143,"Otrivin Nasal  Spray 10ml",ud5w-a,2026-01-01,12,0,13.80,13.80,165.6,165.6
07630035400143,"Otrivin Nasal  Spray 10ml",154179,0000-00-00,0,0,13.80,13.80,13.8,13.8
07630035400143,"Otrivin Nasal  Spray 10ml",nt69k00s1,0000-00-00,0,0,13.80,13.80,13.8,13.8
07630035400242,"Otrisalin nasal spray 15ml",952x,2024-10-30,55,0,32.65,30.96,1702.8,1795.75
07630035400259,"Lamisil 1% 15 gm cream",m86f,2025-10-10,5,0,23.15,23.15,115.75,115.75
07630035400259,"Lamisil 1% 15 gm cream",2r5v,0000-00-00,0,0,23.15,23.15,23.15,23.15
07630035400266,"Voltaren Emulgel 1% 50g",7a5c-a,2025-05-05,14,0,17.05,13.96,195.44,238.7
07630035400273,"Otrivin Menthol Nasal Spray 10 ml",MG9U,2024-10-30,0,0,13.80,13.80,13.8,13.8
07630035400280,"Fenistil 20 ml drops",7d6u,2024-04-01,26,0,12.05,9.74,253.24,313.3
07630035400280,"Fenistil 20 ml drops",233,0000-00-00,0,0,12.05,9.74,9.74,12.05
07630035400280,"Fenistil 20 ml drops",tly32,0000-00-00,0,0,12.05,9.74,9.74,12.05
07630035400297,"Voltaren Emulgel 1% 100g",JY3H-A,2025-09-30,12,0,26.00,21.67,260.04,312
07640107471124,"Dicynone 500 mg Tab",230141,2025-12-31,0,0,50.60,50.60,50.6,50.6
07640107471124,"Dicynone 500 mg Tab",tly32,0000-00-00,0,0,50.60,50.60,50.6,50.6
07640149615784,"Xenical 120mg 84cap",m2431m9,2024-01-31,4,0,142.65,119.37,477.48,570.6
07640149615784,"Xenical 120mg 84cap",ac0140,0000-00-00,0,0,142.65,119.37,119.37,142.65
07640149615784,"Xenical 120mg 84cap",154179,0000-00-00,0,0,142.65,119.37,119.37,142.65
07640153080158,"Gasec 20mg 14cap",21090499,2024-08-17,10,0,27.50,27.50,275,275
07640153080158,"Gasec 20mg 14cap",tly32,0000-00-00,0,0,27.50,27.50,27.5,27.5
07640153080172,"Gasec 20mg 28cap",2150391,2024-06-30,5,0,48.40,35.81,179.05,242
07640153080172,"Gasec 20mg 28cap",tly32,0000-00-00,0,0,48.40,35.81,35.81,48.4
07640153080226,"Gasec 40mg Gastro 14 Cap",22010722,2024-10-27,10,0,45.10,33.83,338.3,451
07640153080226,"Gasec 40mg Gastro 14 Cap",tly32,0000-00-00,0,0,45.10,33.83,33.83,45.1
07640153080233,"Gasec 40mg Gastro 28 Cap",22032859,2024-02-17,5,0,79.35,64.43,322.15,396.75
07640153080233,"Gasec 40mg Gastro 28 Cap",tly32,0000-00-00,0,0,79.35,64.43,64.43,79.35
07640153080516,"Neurorubine Forte 20 tab",22112051,2024-08-22,20,0,12.05,12.05,241,241
07640153080516,"Neurorubine Forte 20 tab",nt69k00s1,0000-00-00,0,0,12.05,12.05,12.05,12.05
07640153080660,"Olfen 50mg 20tab",22111811,2027-09-22,3,0,12.40,7.94,23.82,37.2
07640153080660,"Olfen 50mg 20tab",154179,0000-00-00,0,0,12.40,7.94,7.94,12.4
07640153080660,"Olfen 50mg 20tab",nt69k00s1,0000-00-00,0,0,12.40,7.94,7.94,12.4
07640153080684,"Olfen 75mg Ampou",115193,2025-03-31,2,0,23.60,12.44,24.88,47.2
07640153080684,"Olfen 75mg Ampou",154179,0000-00-00,0,0,23.60,12.44,12.44,23.6
07640153080684,"Olfen 75mg Ampou",nt69k00s1,0000-00-00,0,0,23.60,12.44,12.44,23.6
07640153080738,"Salipax 20mg cap",21021577,2024-01-31,6,0,84.45,84.45,506.7,506.7
07640153080738,"Salipax 20mg cap",ac0140,0000-00-00,0,0,84.45,84.45,84.45,84.45
07640153080738,"Salipax 20mg cap",154179,0000-00-00,0,0,84.45,84.45,84.45,84.45
07640153080882,"Zamur 500 mg tab",2114743,2026-01-31,0,0,37.85,37.85,37.85,37.85
07640153080882,"Zamur 500 mg tab",ac0140,0000-00-00,0,0,37.85,37.85,37.85,37.85
07640153085627,"Clopacin 75mg 28 Tab",23033595,2026-01-31,1,0,80.95,80.95,80.95,80.95
07640153085627,"Clopacin 75mg 28 Tab",221105,0000-00-00,0,0,80.95,80.95,80.95,80.95
07640153086129,"Movicol sachets 20s",403753,2025-09-01,11,0,30.10,25.09,275.99,331.1
07640153086129,"Movicol sachets 20s",nt69k00s1,0000-00-00,0,0,30.10,25.09,25.09,30.1
07640153088024,"Gasec 20mg 28cap",,0000-00-00,0,0,48.40,40.34,40.34,48.4
07640153088031,"Gasec 40mg Gastro 14 Cap",,0000-00-00,0,0,45.10,31.57,31.57,45.1
07640153088048,"Gasec 40mg Gastro 28 Cap",,0000-00-00,0,0,79.35,57.96,57.96,79.35
07640153088635,"Pantozol 20mg 30tab",12166582,2024-09-11,3,0,54.80,39.46,118.38,164.4
07640153088635,"Pantozol 20mg 30tab",nt69k00s1,0000-00-00,0,0,54.80,39.46,39.46,54.8
07640153088888,"Gasec 20mg 14cap",,0000-00-00,0,0,27.50,22.92,22.92,27.5
08002660016232,"Betaserc 24mg 50 Tab",919828,2025-02-28,3,0,77.05,77.05,231.15,231.15
08002660016232,"Betaserc 24mg 50 Tab",221105,0000-00-00,0,0,77.05,77.05,77.05,77.05
08002660016249,"Betaserc 8 mg tab 100",721394,2025-08-01,1,0,90.45,90.45,90.45,90.45
08002660016249,"Betaserc 8 mg tab 100",221105,0000-00-00,0,0,90.45,90.45,90.45,90.45
08002660016256,"Betaserc 16mg 40 tab",718907,2024-12-31,5,0,50.30,50.30,251.5,251.5
08002660016256,"Betaserc 16mg 40 tab",221105,0000-00-00,0,0,50.30,50.30,50.3,50.3
08002660016294,"Faverin 100mg EC tab 30",721081,2025-05-31,2,0,82.85,82.85,165.7,165.7
08002660016294,"Faverin 100mg EC tab 30",tly32,0000-00-00,0,0,82.85,82.85,82.85,82.85
08002660016300,"Faverin 50mg EC 60 tab",717299,2024-09-01,0,0,82.85,71.59,71.59,82.85
08002660016317,"Duspatalin 200mg  30 Cap",722058,2025-02-01,6,0,48.15,48.15,288.9,288.9
08002660016317,"Duspatalin 200mg  30 Cap",719807,2025-01-31,16,0,48.15,48.15,770.4,770.4
08002660016317,"Duspatalin 200mg  30 Cap",tly32,0000-00-00,0,0,48.15,48.15,48.15,48.15
08002660016324,"Omacor 1000mg 28 Cap",3072601,2025-02-01,4,0,103.90,67.54,270.16,415.6
08002660016324,"Omacor 1000mg 28 Cap",nt69k00s1,0000-00-00,0,0,103.90,67.54,67.54,103.9
08002660016348,"Lipanthyl 145 Mg F.C. 30 Tab",32727,2024-09-01,2,0,44.55,44.55,89.1,89.1
08002660016348,"Lipanthyl 145 Mg F.C. 30 Tab",154179,0000-00-00,0,0,44.55,44.55,44.55,44.55
